;;;;;;FLUXO OTB;;;;;;;;;;;;TICKET MÉDIO;CUSTO POR LEAD;CUSTO POR REUNIÃO AGENDADA;CUSTO POR AQUISIÇÃO DE CLIENTE;RETORNO SOBRE O INVESTIMENTO;FLUXO NS (Novo Seguidor);;;;FLUXO PA (Prospeção Ativa);;;;;;;;;;;
R$ 4,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 5,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 6,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 7,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 8,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 9,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 10,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 11,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 12,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 13,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 14,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 15,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 16,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 17,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 18,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 19,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 20,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 21,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 22,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 23,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 24,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 25,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 26,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 27,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 28,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 29,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 30,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;0;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
R$ 31,00;R$ 7,00;R$ 2.024,00;R$ 2.000,00;;;;;;;;;0,00;;;;;R$ 30.000,00;;;;;R$ 28.000,00;;;;;;;;;;;;;;;;
JULHO;;;R$ 600,00;665;17,14%;114;85,96%;98;14,04%;16;50,00%;8,00;50,00%;8;38%;3;R$ 0,00;R$ 0,00;R$ 5,26;R$ 37,50;R$ 200,00;-R$ 600,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;
1;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
2;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
3;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
4;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
5;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
6;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
7;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
8;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
9;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
10;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
11;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
12;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
13;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
14;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
15;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
16;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
17;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
18;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
19;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
20;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
21;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
22;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
23;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
24;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
25;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
26;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
27;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
28;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
29;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
30;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
31;8;2024;;;;;;0;;;;0;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;
AGOSTO;;;R$ 0,00;369;0,27%;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0;0;0;0;0;0;;;;;;;;
1;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
2;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
3;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
4;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
5;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
6;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
7;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
8;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
9;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
10;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
11;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
12;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
13;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
14;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
15;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
16;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
17;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
18;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
19;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
20;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
21;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
22;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
23;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
24;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
25;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
26;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
27;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
28;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
29;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
30;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
31;9;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
SETEMBRO;;;R$ 0,00;0;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0;0;0;0;0;0;;;;;;;;
1;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
2;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
3;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
4;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
5;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
6;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
7;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
8;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
9;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
10;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
11;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
12;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
13;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
14;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
15;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
16;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
17;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
