;;;;;;FLUXO OTB;;;;;;;;;;;;TICKET MÉDIO;CUSTO POR LEAD;CUSTO POR REUNIÃO AGENDADA;CUSTO POR AQUISIÇÃO DE CLIENTE;RETORNO SOBRE O INVESTIMENTO;FLUXO NS (Novo Seguidor);;;;FLUXO PA (Prospeção Ativa);;;;;;;;;;;
18;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
19;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
20;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
21;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
22;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
23;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
24;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
25;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
26;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
27;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
28;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
29;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
30;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
31;10;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
OUTUBRO;;;R$ 0,00;0;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0;0;0;0;0;0;;;;;;;;
1;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
2;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
3;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
4;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
5;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
6;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
7;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
8;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
9;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
10;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
11;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
12;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
13;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
14;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
15;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
16;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
17;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
18;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
19;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
20;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
21;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
22;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
23;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
24;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
25;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
26;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
27;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
28;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
29;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
30;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
31;11;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
NOVEMBRO;;;R$ 0,00;0;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0;0;0;0;0;0;;;;;;;;
1;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
2;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
3;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
4;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
5;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
6;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
7;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
8;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
9;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
10;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
11;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
12;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
13;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
14;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
15;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
16;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
17;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
18;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
19;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
20;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
21;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
22;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
23;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
24;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
25;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
26;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
27;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
28;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
29;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
30;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
31;12;2024;R$ 0,00;;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;
DEZEMBRO;;;R$ 0,00;0;;1;0,00%;0;100,00%;1;0,00%;0;100,00%;1;100%;1;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0;0;0;0;0;0;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Valor investido ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
